YSO-URI	NorthSámi	Finnish	Swedish	English	
http://www.yso.fi/onto/yso/p10609	kolesterola	kolesteroli	kolesterol	cholesterol	
http://www.yso.fi/onto/yso/p17487	kolibrat	kolibrit	kolibrier	hummingbirds	
http://www.yso.fi/onto/yso/p2632	kolihkka	koliikki	kolik (barnsjukdomar)	colic	
http://www.yso.fi/onto/yso/p8590	kollagenat	kollageenit	kollagen	collagens	
http://www.yso.fi/onto/yso/p777	kollášat	kollaasit	collage	collages	
http://www.yso.fi/onto/yso/p16048	kolleakta	kolehti	kollekt	offering (financial aid)	
http://www.yso.fi/onto/yso/p1840	kollektiiva doaibma	kollektiivinen toiminta	kollektiv verksamhet	collective action	
http://www.yso.fi/onto/yso/p5935	kollektiiva muitu	kollektiivinen muisti	kollektivt minne	collective memory	
http://www.yso.fi/onto/yso/p7542	kollektiivvat	kollektiivit	kollektiv	collectives	
http://www.yso.fi/onto/yso/p13897	kollektivisma	kollektivismi	kollektivism	collectivism	
http://www.yso.fi/onto/yso/p8837	kolloidat	kolloidit	kolloider	colloids	
http://www.yso.fi/onto/yso/p29403	kollokašuvnnat	kollokaatiot	kollokationer	collocations	
http://www.yso.fi/onto/yso/p22489	Kollola (Merimasku)	Kollola (Merimasku)	Kollola (Merimasku)	Kollola (Merimasku)	
http://www.yso.fi/onto/yso/p22052	kolofonat	kolofonit	kolofoner	colophons	
http://www.yso.fi/onto/yso/p3837	kolonialisma	kolonialismi	kolonialism	colonialism	
http://www.yso.fi/onto/yso/p3834	koloniijat (servošat)	siirtokunnat	kolonier (gemenskaper)	colonies (communities)	
http://www.yso.fi/onto/yso/p8709	koloniijat (stáhtat)	siirtomaat	kolonier (stater)	colonies (states)	
http://www.yso.fi/onto/yso/p26443	kolorisma	kolorismi	kolorism	colorism	
http://www.yso.fi/onto/yso/p1078	koloskopiija	koloskopia	koloskopi	coloscopy	
http://www.yso.fi/onto/yso/p9836	Kolovesi álbmotmeahcci	Koloveden kansallispuisto	Kolovesi nationalpark	Kolovesi National Park	
http://www.yso.fi/onto/yso/p19595	kolumnačállit	kolumnistit	kolumnister	columnists	
http://www.yso.fi/onto/yso/p20342	kolumnat	kolumnit	kolumner	columns (articles)	
http://www.yso.fi/onto/yso/p28310	komá	kooma	koma	coma	
http://www.yso.fi/onto/yso/p4745	kombinatorihkka	kombinatoriikka	kombinatorik	combinatorics	
http://www.yso.fi/onto/yso/p7612	kombucha	kombucha	kombucha	kombucha	
http://www.yso.fi/onto/yso/p13876	komediijat	komediat	komedier	comedies	
http://www.yso.fi/onto/yso/p16158	komehtat	komeetat	kometer	comets	
http://www.yso.fi/onto/yso/p9321	komigielat girjjálašvuohta	kominkielinen kirjallisuus	litteratur på komi	Komi language literature	
http://www.yso.fi/onto/yso/p9306	komigiella	komin kieli	komi	Komi language	
http://www.yso.fi/onto/yso/p9237	komihkka	komiikka	komik	comedy (style)	
http://www.yso.fi/onto/yso/p15401	komihkkárat	koomikot	komiker	comedians	
http://www.yso.fi/onto/yso/p14884	komipermjakat	komipermjakit	komi-permjaker	Komi-Permyaks	
http://www.yso.fi/onto/yso/p14117	komišuvdna	komissio	kommission (handel)	commission (commerce)	
http://www.yso.fi/onto/yso/p9030	komit	komit	komer	Komi people	
http://www.yso.fi/onto/yso/p29164	komitatiiva	komitatiivi	komitativ	comitative case	
http://www.yso.fi/onto/yso/p12217	komiteasmiehttamušat	komiteanmietinnöt	kommittébetänkanden	committee reports	
http://www.yso.fi/onto/yso/p5047	komiteat	komiteat	kommittéer	committees (general)	
http://www.yso.fi/onto/yso/p17141	kommentárat	kommentaarit	kommentarer	commentaries (works)	
http://www.yso.fi/onto/yso/p36	kommunikašuvdna	viestintä	kommunikation	communication	
http://www.yso.fi/onto/yso/p450	kommunisma	kommunismi	kommunism	communism	
http://www.yso.fi/onto/yso/p15791	kommunisttalaš bellodagat	kommunistiset puolueet	kommunistiska partier	communist parties	
http://www.yso.fi/onto/yso/p6696	kommunisttat	kommunistit	kommunister	communists	
http://www.yso.fi/onto/yso/p5523	kommunitarisma	kommunitarismi	kommunitarism	communitarianism	
http://www.yso.fi/onto/yso/p3872	kommuvnnat	kommuunit	bostadskollektiv	communes	
http://www.yso.fi/onto/yso/p10572	kompássat	kompassit	kompasser	compasses	
http://www.yso.fi/onto/yso/p22614	kompenseren	kompensointi	kompensering	compensation (activity)	
http://www.yso.fi/onto/yso/p24064	kompeteansa	kompetenssi	kompetens	competence	
http://www.yso.fi/onto/yso/p19650	kompeteansaterapiija	kompetenssiterapia	kompetensterapi	competence therapy	
http://www.yso.fi/onto/yso/p12540	komplikašuvnnat	komplikaatiot	komplikationer	complications	
http://www.yso.fi/onto/yso/p954	komponeanttat	komponentit	komponenter	components	
http://www.yso.fi/onto/yso/p13332	komponeren	säveltäminen	komponering	composing	
http://www.yso.fi/onto/yso/p1515	komposišuvnnat	sävellykset	kompositioner	compositions (music)	
http://www.yso.fi/onto/yso/p13947	komposta	komposti	kompost	compost	
http://www.yso.fi/onto/yso/p13946	komposten	kompostointi	kompostering	composting	
http://www.yso.fi/onto/yso/p6151	kompressorat	kompressorit	kompressorer	compressors	
http://www.yso.fi/onto/yso/p4739	Komsa kultuvra	Komsan kulttuuri	Komsakulturen	Komsa culture	
http://www.yso.fi/onto/yso/p11972	kondensáhtorat	kondensaattorit	kondensatorer	capacitors	
http://www.yso.fi/onto/yso/p13170	konditionála	konditionaali	konditionalis	conditional	
http://www.yso.fi/onto/yso/p22053	kondomat	kondomit	kondomer	condoms	
http://www.yso.fi/onto/yso/p10025	kondorat	kondorit	kondorer	New World vultures	
http://www.yso.fi/onto/yso/p8197	kondylomat	visvasyylät	kondylomer	condylomas	
http://www.yso.fi/onto/yso/p4950	konferánsaguovddážat	kongressikeskukset	kongresscentrum	conference centres	
http://www.yso.fi/onto/yso/p38203	konferánssat	konferenssit	konferenser	conferences	
http://www.yso.fi/onto/yso/p2906	konfigureren	konfigurointi	konfigurering	configuration	
http://www.yso.fi/onto/yso/p16481	konfirmašuvdna	konfirmaatio	konfirmation	confirmation (church ceremonies)	
http://www.yso.fi/onto/yso/p7946	konflivttat	konfliktit	konflikter	conflicts (societal events)	
http://www.yso.fi/onto/yso/p15565	konjáhkka	konjakki	konjak	cognac	
http://www.yso.fi/onto/yso/p240	konjunkšuvnnat	konjunktiot	konjunktioner	conjunctions	
http://www.yso.fi/onto/yso/p7266	konkrehta dáidda	konkreettinen taide	konkret konst	concrete art	
http://www.yso.fi/onto/yso/p25383	konkrehtalašvuohta	konkreettisuus	konkrethet	concreteness	
http://www.yso.fi/onto/yso/p16197	konkretisma	konkretismi	konkretism	concretism	
http://www.yso.fi/onto/yso/p6830	konkursa	konkurssi	konkurs	bankruptcy	
http://www.yso.fi/onto/yso/p9197	konkursabeasit	konkurssipesät	konkursbon	bankrupt's estates	
http://www.yso.fi/onto/yso/p4821	konkursaláhka	konkurssilaki	konkurslag	Bankruptcy Act	
http://www.yso.fi/onto/yso/p11219	konkursaoažžumuš	konkurssisaatava	konkursfordran	debt provable in bankruptcy	
http://www.yso.fi/onto/yso/p2332	konkursarihkkosat	konkurssirikokset	konkursbrott	bankruptcy violations	
http://www.yso.fi/onto/yso/p14095	konnektionisma	konnektionismi	konnexionism	connectionism	
http://www.yso.fi/onto/yso/p22690	konseaptaplánen	konseptisuunnittelu	konceptplanering	concept design	
http://www.yso.fi/onto/yso/p7616	konseapttat	konseptit	koncept	concepts (outlines)	
http://www.yso.fi/onto/yso/p29533	konsearnarehketdoalloloahpaheapmi	konsernitilinpäätös	koncernredovisning	consolidated financial statements	
http://www.yso.fi/onto/yso/p3773	konsearnat	konsernit	koncerner	corporate groups	
http://www.yso.fi/onto/yso/p29999	konseartaáriat	konserttiaariat	konsertarior	concert arias	
http://www.yso.fi/onto/yso/p10010	konseartadálut	konserttitalot	konserthus	concert houses	
http://www.yso.fi/onto/yso/p14211	konseartadoaibma	konserttitoiminta	konsertverksamhet	concert activity	
http://www.yso.fi/onto/yso/p29356	konseartaprográmmat	konserttiohjelmat	konsertprogram	concert programmes	
http://www.yso.fi/onto/yso/p11140	konseartasálet	konserttisalit	konsertsalar	concert halls	
http://www.yso.fi/onto/yso/p11185	konsearttat	konsertit	konserter (framträdanden)	concerts	
http://www.yso.fi/onto/yso/p3352	konsensus	konsensus	konsensus	consensus	
http://www.yso.fi/onto/yso/p2885	konseptualisma	konseptualismi	konceptualism	conceptualism	
http://www.yso.fi/onto/yso/p19507	konserváhtorat	konservaattorit	konservatorer	conservators	
http://www.yso.fi/onto/yso/p6107	konservatiiva bellodagat	konservatiiviset puolueet	konservativa partier	conservative parties	
http://www.yso.fi/onto/yso/p29767	konservatiiva dikšu	konservatiivinen hoito	konservativ behandling	conservative treatment	
http://www.yso.fi/onto/yso/p6106	konservatisma	konservatismi	konservatism	conservatism	
http://www.yso.fi/onto/yso/p18318	konserveren	konservointi	konservering (kulturarv)	conservation	
http://www.yso.fi/onto/yso/p21628	konsolspealut	konsolipelit	konsolspel	console games	
http://www.yso.fi/onto/yso/p6124	konsonánttat	konsonantit	konsonanter	consonants	
http://www.yso.fi/onto/yso/p8498	konstruktivisma	konstruktivismi	konstruktivism	constructivism	
http://www.yso.fi/onto/yso/p39247	konstruktivisma (dáidda)	konstruktivismi (taide)	konstruktivism (konst)	constructivism (art)	
http://www.yso.fi/onto/yso/p39513	konstruktivisma (filosofiija)	konstruktivismi (filosofia)	konstruktivism (filosofi)	constructivism (philosophy)	
http://www.yso.fi/onto/yso/p39501	konstruktivisma (pedagogihkka)	konstruktivismi (pedagogiikka)	konstruktivism (pedagogik)	constructivism (pedagogy)	
http://www.yso.fi/onto/yso/p39928	konstruktivisma (psykologiija)	konstruktivismi (psykologia)	konstruktivism (psykologi)	constructivism (psychology)	
http://www.yso.fi/onto/yso/p3436	konsuláhtat	konsulaatit	konsulat	consulates	
http://www.yso.fi/onto/yso/p14900	konsulat	konsulit (ulkomaanedustajat)	konsuler (utlandsrepresentanter)	consuls (representatives abroad)	
http://www.yso.fi/onto/yso/p4046	konsuleanttat	konsulentit	konsulenter	product demonstrators	
http://www.yso.fi/onto/yso/p2148	konsulteren	konsultointi	konsultering	consulting	
http://www.yso.fi/onto/yso/p12103	konsulttat	konsultit	konsulter	consultants	
http://www.yso.fi/onto/yso/p27004	konsumerisma	konsumerismi	konsumism	consumerism	
http://www.yso.fi/onto/yso/p26358	konsumhaddeindeaksa	kuluttajahintaindeksi	konsumentprisindex	consumer price index	
http://www.yso.fi/onto/yso/p28588	kontaminašuvdna	kontaminaatio	kontamination	contamination	
http://www.yso.fi/onto/yso/p1966	kontávttat	kontaktit	kontakter	contacts	
http://www.yso.fi/onto/yso/p11905	konteaksta	konteksti	kontext	context	
http://www.yso.fi/onto/yso/p29151	konteakstaanalysa	kontekstianalyysi	kontextanalys	context analysis	
http://www.yso.fi/onto/yso/p3828	kontekstuála teologiija	kontekstuaalinen teologia	kontextuell teologi	contextual theology	
http://www.yso.fi/onto/yso/p25004	kontinentála filosofiija	mannermainen filosofia	kontinental filosofi	continental philosophy	
http://www.yso.fi/onto/yso/p15746	kontrabássa	kontrabasso	kontrabas	double bass	
http://www.yso.fi/onto/yso/p19080	kontrapunkta	kontrapunkti	kontrapunkt	counterpoint	
http://www.yso.fi/onto/yso/p25412	kontrásta	kontrasti	kontrast	contrast	
http://www.yso.fi/onto/yso/p1773	kontrastiiva dutkamuš	kontrastiivinen tutkimus	kontrastiv forskning	contrastive research	
http://www.yso.fi/onto/yso/p17613	kontrastiiva retorihkka	kontrastiivinen retoriikka	kontrastiv retorik	contrastive rhetoric	
http://www.yso.fi/onto/yso/p5192	kontrolla	kontrolli	kontroll	control	
http://www.yso.fi/onto/yso/p16438	kontrollapolitihkka	kontrollipolitiikka	kontrollpolitik	control policy	
http://www.yso.fi/onto/yso/p10331	kontugirjjit	tilikirjat	räkenskapsböcker	account books	
http://www.yso.fi/onto/yso/p948	konvekšuvdna	konvektio	konvektion	convection	
http://www.yso.fi/onto/yso/p38016	konvenšuvnnat (dáidagat)	konventiot (taiteet)	konventioner (konst)	artistic conventions	
http://www.yso.fi/onto/yso/p17201	Konvert	Konvert	Konvert	Konvert	
http://www.yso.fi/onto/yso/p20693	kooikerhondje	kooikerhondje	kooikerhondje	kooikerhondje	
http://www.yso.fi/onto/yso/p4778	koordináhtat	koordinaatit	koordinater	coordinates	
http://www.yso.fi/onto/yso/p38088	koordinašuvdna (motorihkka)	koordinaatio (motoriikka)	koordination (motorik)	coordination (motor functions)	
http://www.yso.fi/onto/yso/p667	koordineren	koordinointi	koordinering	coordinating	
http://www.yso.fi/onto/yso/p2175	kopieren	kopiointi	kopiering	copying	
http://www.yso.fi/onto/yso/p14833	kopiijat	kopiot	kopior	copies	
http://www.yso.fi/onto/yso/p26242	kopimisma	kopimismi	kopimism	Kopimism	
http://www.yso.fi/onto/yso/p38200	koptilaš dáidda	koptilainen taide	koptisk konst	Coptic art	
http://www.yso.fi/onto/yso/p937	koptilaš girku	koptilainen kirkko	koptiska kyrkan	Coptic Church	
http://www.yso.fi/onto/yso/p29439	korálagirjjit	koraalikirjat	koralböcker	choral books	
http://www.yso.fi/onto/yso/p13689	korálat	koraalit	koraler	chorales	
http://www.yso.fi/onto/yso/p23321	korálla	koralli	korall	coral	
http://www.yso.fi/onto/yso/p15011	korállaeallit	korallieläimet	koralldjur	Anthozoa	
http://www.yso.fi/onto/yso/p14886	korállaoazit	koralliriutat	korallrev	coral reefs	
http://www.yso.fi/onto/yso/p11247	Korána	Koraani	Koranen	Qurʼan	
http://www.yso.fi/onto/yso/p936	KorCAD	KorCAD	KorCAD	KorCAD	
http://www.yso.fi/onto/yso/p7567	Korea soahti	Korean sota	Koreakriget	Korean War	
http://www.yso.fi/onto/yso/p12160	koreagielat girjjálašvuohta	koreankielinen kirjallisuus	litteratur på koreanska	Korean language literature	
http://www.yso.fi/onto/yso/p19675	koreagiella	korean kieli	koreanska	Korean language	
http://www.yso.fi/onto/yso/p14331	korealaččat	korealaiset	koreaner	Koreans	
http://www.yso.fi/onto/yso/p29487	koreanologiija	koreanologia	koreanologi	Koreanology	
http://www.yso.fi/onto/yso/p18271	koreografiija	koreografia	koreografi	choreography	
http://www.yso.fi/onto/yso/p8781	korespábba	koripallo	basketboll	basketball	
http://www.yso.fi/onto/yso/p11372	koriánder (šládja)	korianteri (laji)	koriander (art)	coriander	
http://www.yso.fi/onto/yso/p4569	koriánderat (bearaš)	korianterit (suku)	koriandrar (släkte)	Coriandrum	
http://www.yso.fi/onto/yso/p29784	korneahtta	kornetti	kornett	cornet	
http://www.yso.fi/onto/yso/p39134	korona (násttit)	korona (tähdet)	korona (stjärnor)	corona (stars)	
http://www.yso.fi/onto/yso/p29062	koronavirusat	koronavirukset	coronavirus	coronaviruses	
http://www.yso.fi/onto/yso/p14739	korporativisma	korporativismi	korporativism	corporatism	
http://www.yso.fi/onto/yso/p22933	korpusat	korpukset	korpusar	corpora	
http://www.yso.fi/onto/yso/p25912	korpusdutkamuš	korpustutkimus	korpusundersökning	corpus-based research	
http://www.yso.fi/onto/yso/p21436	korpuslingvistihkka	korpuslingvistiikka	korpuslingvistik	corpus linguistics	
http://www.yso.fi/onto/yso/p16706	korrelašuvdna	korrelaatio	korrelation	correlation	
http://www.yso.fi/onto/yso/p4843	korrespondeanttat	kirjeenvaihtajat	korrespondenter	correspondents	
http://www.yso.fi/onto/yso/p8738	korrošuvdna	korroosio	korrosion	corrosion	
http://www.yso.fi/onto/yso/p329	korrupšuvdna	korruptio	korruption	corruption	
http://www.yso.fi/onto/yso/p24527	korseahtat	korsetit	korsetter	corsets	
http://www.yso.fi/onto/yso/p20734	kortisona	kortisoni	kortison	cortisone	
http://www.yso.fi/onto/yso/p4234	korunda	korundi	korund	corundum	
http://www.yso.fi/onto/yso/p25172	Korundi (kulturdállu)	Korundi (kulttuuritalo)	Kulturhuset Korundi	Korundi House of Culture	
http://www.yso.fi/onto/yso/p5725	koseriijat	pakinat	kåserier	causeries	
http://www.yso.fi/onto/yso/p20784	kosher	kosher	kosher	kosher	
http://www.yso.fi/onto/yso/p8768	kosmetologat	kosmetologit	kosmetologer	cosmetologists	
http://www.yso.fi/onto/yso/p28351	kosmografiija	kosmografia	kosmografi	cosmography	
http://www.yso.fi/onto/yso/p27082	kosmologat	kosmologit	kosmologer	cosmologists	
http://www.yso.fi/onto/yso/p7160	kosmologiija	kosmologia	kosmologi	cosmology	
http://www.yso.fi/onto/yso/p28247	kosmopolitisma	kosmopolitismi	kosmopolitism	cosmopolitanism	
http://www.yso.fi/onto/yso/p25441	kosmoterapiija	kosmoterapia	kosmoterapi	cosmomusic	
http://www.yso.fi/onto/yso/p21648	kosovolaččat	kosovolaiset	kosovaner	Kosovans	
http://www.yso.fi/onto/yso/p39586	K-pop	K-pop	K-pop	K-pop	
http://www.yso.fi/onto/yso/p11117	kráhterat	kraatterit	kratrar	craters	
http://www.yso.fi/onto/yso/p19353	kraniologiija	kraniologia	kraniologi	craniology	
http://www.yso.fi/onto/yso/p20836	kránnját	naapurit	grannar	neighbours	
http://www.yso.fi/onto/yso/p9001	kránnjávuohta	naapuruus	grannförhållande	neighbourhood (properties)	
http://www.yso.fi/onto/yso/p22856	Krapula (dáiddárruovttut)	Krapula (taiteilijakodit)	Krapula (konstnärshem)	Krapula	
http://www.yso.fi/onto/yso/p38010	krautrock	krautrock	krautrock	krautrock	
http://www.yso.fi/onto/yso/p22086	krav maga	krav maga	krav maga	krav maga	
http://www.yso.fi/onto/yso/p22263	krávat	kaulukset	kragar	collars	
http://www.yso.fi/onto/yso/p14395	kreatiiva čállin	luova kirjoittaminen	kreativt skrivande	creative writing	
http://www.yso.fi/onto/yso/p21430	kreatiiva ekonomiija	luova talous	kreativ ekonomi	creative economy	
http://www.yso.fi/onto/yso/p9608	kreationisma	kreationismi	kreationism	creationism	
http://www.yso.fi/onto/yso/p6702	kredihtat	luotot	krediter	credits	
http://www.yso.fi/onto/yso/p13907	kredihttakoarttat	luottokortit	kreditkort	credit cards	
http://www.yso.fi/onto/yso/p11796	krematoriijat	krematoriot	krematorier	crematoriums	
http://www.yso.fi/onto/yso/p6599	kreolat	kreolit	kreoler	Creoles	
http://www.yso.fi/onto/yso/p20819	kriisabargu	kriisityö	krisarbete	crisis work	
http://www.yso.fi/onto/yso/p9523	kriisaguovddážat	kriisikeskukset	kriscentra	crisis centres	
http://www.yso.fi/onto/yso/p22575	kriisaguovllut	kriisialueet	krisområden	crisis areas	
http://www.yso.fi/onto/yso/p14485	kriisaterapiija	kriisiterapia	kristerapi	crisis therapy	
http://www.yso.fi/onto/yso/p6173	kriissat	kriisit	kriser	crises	
http://www.yso.fi/onto/yso/p13085	kriita	liitu	krita (kalksten)	chalk	
http://www.yso.fi/onto/yso/p12899	kriminálafuolahus	kriminaalihuolto	kriminalvård	probation and aftercare	
http://www.yso.fi/onto/yso/p19133	kriminálapolitihkka	kriminaalipolitiikka	kriminalpolitik	criminal policy	
http://www.yso.fi/onto/yso/p22451	kriminálapsykologat	kriminaalipsykologit	kriminalpsykologer	criminal psychologists	
http://www.yso.fi/onto/yso/p21471	kriminálapsykologiija	kriminaalipsykologia	kriminalpsykologi	criminal psychology	
http://www.yso.fi/onto/yso/p1368	kriminaliseren	kriminalisointi	kriminalisering (straffbeläggning)	criminalisation	
http://www.yso.fi/onto/yso/p351	kriminalistihkka	kriminalistiikka	kriminalistik	criminal science	
http://www.yso.fi/onto/yso/p8842	kriminologiija	kriminologia	kriminologi	criminology	
http://www.yso.fi/onto/yso/p15440	kristállat	kiteet	kristaller	crystals	
http://www.yso.fi/onto/yso/p643	kristallografiija	kidetiede	kristallografi	crystallography	
http://www.yso.fi/onto/yso/p6748	kristologiija	kristologia	kristologi	Christology	
http://www.yso.fi/onto/yso/p6991	kristtalaččat	kristityt	kristna	Christians	
http://www.yso.fi/onto/yso/p2067	kristtalaš bajásgeassin	kristillinen kasvatus	kristen fostran	christian education	
http://www.yso.fi/onto/yso/p13361	kristtalaš dáidda	kristillinen taide	kristen konst	Christian art	
http://www.yso.fi/onto/yso/p23508	kristtalaš eksistentialisma	kristillinen eksistentialismi	kristen existentialism	Christian existentialism	
http://www.yso.fi/onto/yso/p9366	kristtalaš etihkka	kristillinen etiikka	kristen etik	Christian ethics	
http://www.yso.fi/onto/yso/p26964	kristtalaš girjjálašvuohta	kristillinen kirjallisuus	kristen litteratur	Christian literature	
http://www.yso.fi/onto/yso/p38049	kristtalaš kultuvra	kristillinen kulttuuri	kristen kultur	Christian culture	
http://www.yso.fi/onto/yso/p4668	kristtalaš osku	kristinusko	kristendom	Christianity (religions)	
http://www.yso.fi/onto/yso/p24962	kristtalaš sionisma	kristillinen sionismi	kristen sionism	Christian Zionism	
http://www.yso.fi/onto/yso/p24370	kristtalaš skuvllat	kristilliset koulut	kristliga skolor	Christian schools	
http://www.yso.fi/onto/yso/p15171	kristtalaš sosialisma	kristillinen sosialismi	kristen socialism	Christian socialism	
http://www.yso.fi/onto/yso/p5401	kristtalašdemokráhtalaš bellodagat	kristillisdemokraattiset puolueet	kristdemokratiska partier	Christian democratic parties	
http://www.yso.fi/onto/yso/p14270	kristtalašvuohta	kristillisyys	kristlighet	Christianity (properties related to religion)	
http://www.yso.fi/onto/yso/p7607	kriterat	kriteerit	kriterier	criteria	
http://www.yso.fi/onto/yso/p24862	kritihkalaš jurddašeapmi	kriittinen ajattelu	kritiskt tänkande	critical thinking	
http://www.yso.fi/onto/yso/p20298	kritihkalaš pedagogihkka	kriittinen pedagogiikka	kritisk pedagogik	critical pedagogy	
http://www.yso.fi/onto/yso/p28543	kritihkalaš psykologiija	kriittinen psykologia	kritisk psykologi	critical psychology	
http://www.yso.fi/onto/yso/p6330	kritihkalaš rationalisma	kriittinen rationalismi	kritisk rationalism	critical rationalism	
http://www.yso.fi/onto/yso/p5012	kritihkalaš realisma	kriittinen realismi	kritisk realism	critical realism	
http://www.yso.fi/onto/yso/p37787	kritihkalaš sosiálapsykologiija	kriittinen sosiaalipsykologia	kritisk socialpsykologi	critical social psychology	
http://www.yso.fi/onto/yso/p16750	kritihkalaš teoriija	kriittinen teoria	kritisk teori	critical theory	
http://www.yso.fi/onto/yso/p15653	kritihkalašvuohta	kriittisyys	kritiskhet	criticalness	
http://www.yso.fi/onto/yso/p1067	kritihkka	kritiikki	kritik	criticism	
http://www.yso.fi/onto/yso/p13344	kritihkkarat	kriitikot	kritiker	critics	
http://www.yso.fi/onto/yso/p11679	kritisisma	kritisismi	kriticism	criticism (philosophy)	
http://www.yso.fi/onto/yso/p28818	kroatiagielat girjjálašvuohta	kroatiankielinen kirjallisuus	litteratur på kroatiska	Croatian language literature	
http://www.yso.fi/onto/yso/p10394	kroatiagiella	kroatian kieli	kroatiska	Croatian language	
http://www.yso.fi/onto/yso/p16748	krokodiillat	krokotiilit	krokodiler	Crocodylidae	
http://www.yso.fi/onto/yso/p30057	kromatihkka	kromatiikka	kromatik	chromaticism (music)	
http://www.yso.fi/onto/yso/p39540	kromatiidna	kromatiini	kromatin	chromatin	
http://www.yso.fi/onto/yso/p10173	kromatografiija	kromatografia	kromatografi	chromatography	
http://www.yso.fi/onto/yso/p20634	kromfohrländer	kromfohrländer	kromfohrländer	kromfohrländer	
http://www.yso.fi/onto/yso/p7688	kromosomat	kromosomit	kromosomer	chromosomes	
http://www.yso.fi/onto/yso/p16952	kronalaš bávččas	krooninen kipu	kronisk smärta	chronic pain	
http://www.yso.fi/onto/yso/p22702	kronalaš dávddat	krooniset taudit	kroniska sjukdomar	chronic diseases	
http://www.yso.fi/onto/yso/p28684	kronalaš hávit	krooniset haavat	kroniska sår	chronic wounds	
http://www.yso.fi/onto/yso/p11598	kronihkat	kronikat	krönikor	chronicles	
http://www.yso.fi/onto/yso/p16281	kronobiologiija	kronobiologia	kronobiologi	chronobiology	
http://www.yso.fi/onto/yso/p7785	kronologiija	kronologia	kronologi	chronology	
http://www.yso.fi/onto/yso/p19672	kruvnnasunddit	kruununvoudit	kronofogdar	kruununvoudit	
http://www.yso.fi/onto/yso/p19933	kruvnnut	kruunut	kronor	crowns	
http://www.yso.fi/onto/yso/p28499	kryonihkka	kryoniikka	kryonik	cryonics	
http://www.yso.fi/onto/yso/p28494	kryosfeara	kryosfääri	kryosfären	cryosphere	
http://www.yso.fi/onto/yso/p5480	kryptografiija	kryptografia	kryptografi	cryptography	
http://www.yso.fi/onto/yso/p5476	kryptologiija	kryptologia	kryptologi	cryptology	
http://www.yso.fi/onto/yso/p17370	krypton	krypton	krypton	krypton	
http://www.yso.fi/onto/yso/p17757	ksenon	ksenon	xenon	xenon	
http://www.yso.fi/onto/yso/p19108	ksylitola	ksylitoli	xylitol	xylitol	
http://www.yso.fi/onto/yso/p12710	ksylofona	ksylofoni	xylofon	xylophone	
http://www.yso.fi/onto/yso/p12532	kubisma	kubismi	kubism	cubism	
http://www.yso.fi/onto/yso/p19803	Kuddnäs	Kuddnäs	Kuddnäs	Kuddnäs manor	
http://www.yso.fi/onto/yso/p6052	Kuhmon kamarimusiikki	Kuhmon kamarimusiikki	Kuhmon kamarimusiikki	Kuhmo Chamber Music Festival	
http://www.yso.fi/onto/yso/p26716	Kuitia	Kuitia	Qvidja	Kuitia manor	
http://www.yso.fi/onto/yso/p2847	kulinarisma	kulinarismi	kulinarism	epicurism	
http://www.yso.fi/onto/yso/p27893	kultafilmmat	kulttielokuvat	kultfilmer	cult films	
http://www.yso.fi/onto/yso/p1016	kulttat	kultit	kulter	cults	
http://www.yso.fi/onto/yso/p39882	kulturanalysa	kulttuurianalyysi	kulturanalys	cultural analysis	
http://www.yso.fi/onto/yso/p4219	kulturantropologat	kulttuuriantropologit	kulturantropologer	cultural anthropologists	
http://www.yso.fi/onto/yso/p2460	kulturantropologiija	kulttuuriantropologia	kulturantropologi	cultural anthropology	
http://www.yso.fi/onto/yso/p39604	kulturárbbi máhcaheapmi	kulttuuriperinnön palauttaminen	återlämning av kulturföremål	repatriation of cultural property	
http://www.yso.fi/onto/yso/p8475	kulturárbi	kulttuuriperintö	kulturarv	cultural heritage	
http://www.yso.fi/onto/yso/p11440	kulturbajásgeassin	kulttuurikasvatus	kulturfostran	cultural education	
http://www.yso.fi/onto/yso/p16530	kulturbálvalusat	kulttuuripalvelut	kulturtjänster	cultural services	
http://www.yso.fi/onto/yso/p2327	kulturbiras	kulttuuriympäristö	kulturmiljö	cultural environment	
http://www.yso.fi/onto/yso/p1681	kulturbláđit	kulttuurilehdet	kulturtidskrifter	cultural magazines	
http://www.yso.fi/onto/yso/p23163	kulturbuvttadeaddjit	kulttuurituottajat	kulturproducenter	cultural producers	
http://www.yso.fi/onto/yso/p21847	kulturbuvttadeapmi	kulttuurituotanto	kulturproduktion	cultural production	
http://www.yso.fi/onto/yso/p18839	kulturčállit	kulttuurisihteerit	kultursekreterare	secretaries for cultural affairs	
http://www.yso.fi/onto/yso/p360	kulturdáhpáhusat	kulttuuritapahtumat	kulturevenemang	cultural events	
http://www.yso.fi/onto/yso/p9633	kulturdálut	kulttuuritalot	kulturhus	venues for cultural activities	
http://www.yso.fi/onto/yso/p4024	kulturdoaibma	kulttuuritoiminta	kulturverksamhet	cultural activity	
http://www.yso.fi/onto/yso/p17751	kulturdoaibma	kulttuuritoimi	kulturväsen	department of cultural services	
http://www.yso.fi/onto/yso/p18617	kulturdoaimmaheaddjit	kulttuuritoimittajat	kulturredaktörer	arts journalists	
http://www.yso.fi/onto/yso/p25874	kulturduogáš	kulttuuritausta	kulturell bakgrund	cultural background	
http://www.yso.fi/onto/yso/p7493	kulturdutkamuš	kulttuurintutkimus	kulturforskning	cultural research	
