YSO-URI	NorthSámi	Finnish	Swedish	English	
http://www.yso.fi/onto/yso/p38005	akusttalaš bássagitárra	akustinen bassokitara	akustisk basgitarr	acoustic bass guitar	
http://www.yso.fi/onto/yso/p22040	akusttalaš gitárra	akustinen kitara	akustisk gitarr	acoustic guitar	
http://www.yso.fi/onto/yso/p18090	akusttalaš populáramusihkka	akustinen populaarimusiikki	akustisk populärmusik	acoustic popular music	
http://www.yso.fi/onto/yso/p8596	akvareallamálen	akvarellimaalaus	akvarellmålning	watercolour painting	
http://www.yso.fi/onto/yso/p905	akváriaguolit	akvaariokalat	akvariefiskar	aquarium fishes	
http://www.yso.fi/onto/yso/p6077	akváriašattut	akvaariokasvit	akvarieväxter	aquarium plants	
http://www.yso.fi/onto/yso/p6076	akváriat	akvaariot	akvarier	aquariums	
http://www.yso.fi/onto/yso/p22639	Ålándda iešráđđenláhka	Ahvenanmaan itsehallintolaki	självstyrelselag för Åland	Act on the Autonomy of Åland	
http://www.yso.fi/onto/yso/p5706	alárpmat	hälytykset	larm	alarms	
http://www.yso.fi/onto/yso/p11823	álásvuohta	alastomuus	nakenhet	nudity	
http://www.yso.fi/onto/yso/p29225	albániagielat girjjálašvuohta	albaniankielinen kirjallisuus	litteratur på albanska	Albanian language literature	
http://www.yso.fi/onto/yso/p13190	albániagiella	albanian kieli	albanska	Albanian language	
http://www.yso.fi/onto/yso/p20547	albánialaččat	albaanit	albaner	Albanians	
http://www.yso.fi/onto/yso/p11707	albatrossat	albatrossit	albatrosser	albatrosses	
http://www.yso.fi/onto/yso/p13588	albbas	ilves	lodjur	lynx	
http://www.yso.fi/onto/yso/p27997	albedo	albedo	albedo	albedo	
http://www.yso.fi/onto/yso/p25529	albinisma	albinismi	albinism	albinism	
http://www.yso.fi/onto/yso/p6362	albmá sajádat	miehen asema	mannens ställning	man's status	
http://www.yso.fi/onto/yso/p39466	albmáimannan	taivaaseenastuminen	himmelsfärd	ascension (religion)	
http://www.yso.fi/onto/yso/p13714	albmenáhkit	almanakat	almanackor	almanacs	
http://www.yso.fi/onto/yso/p38704	albmi (áibmogeardi)	taivas (ilmakehä)	himmel (atmosfär)	sky	
http://www.yso.fi/onto/yso/p7273	albmi (oskkoldat)	taivas (uskonto)	himmel (religion)	Heaven	
http://www.yso.fi/onto/yso/p3993	álbmogat	kansat	folk (befolkningsgrupper)	peoples	
http://www.yso.fi/onto/yso/p3974	albmoneamit	ilmiöt	fenomen	phenomena	
http://www.yso.fi/onto/yso/p4280	álbmot	yleisö	publik	audience	
http://www.yso.fi/onto/yso/p23871	álbmotálgagat	kansalaisaloitteet	medborgarinitiativ	citizens' initiative	
http://www.yso.fi/onto/yso/p12914	álbmotallaskuvllat	kansankorkeakoulut	folkakademier	folk academies	
http://www.yso.fi/onto/yso/p1362	álbmotárbevierru	kansanperinne	folktradition	folklore	
http://www.yso.fi/onto/yso/p12106	álbmotarkiivvat	kansallisarkistot	riksarkiv	national archives	
http://www.yso.fi/onto/yso/p24179	álbmotbargu	yleisötyö	publikarbete	audience development	
http://www.yso.fi/onto/yso/p3677	álbmotbeaivvit	kansallispäivät	nationaldagar	national days	
http://www.yso.fi/onto/yso/p12171	álbmotbibliografiijat	kansallisbibliografiat	nationalbibliografier	national bibliographies	
http://www.yso.fi/onto/yso/p2930	álbmotbiktasat	kansallispuvut	nationaldräkter	national costumes	
http://www.yso.fi/onto/yso/p12183	álbmotbuvtta	kansantuote	nationalprodukt	national product	
http://www.yso.fi/onto/yso/p7134	álbmotčuojanasat	kansansoittimet	folkliga instrument	folk instruments	
http://www.yso.fi/onto/yso/p21207	álbmotčuvgehus	kansanvalistus	folkupplysning	popular education	
http://www.yso.fi/onto/yso/p15441	álbmotdáidda	kansantaide	folkkonst	folk art	
http://www.yso.fi/onto/yso/p17950	álbmotdáiddárat	kansantaiteilijat	folkliga konstnärer	folk artists	
http://www.yso.fi/onto/yso/p18196	álbmotdánssat	kansantanssit	folkdanser	folk dances	
http://www.yso.fi/onto/yso/p23420	álbmotdávddat	kansantaudit	folksjukdomar	national diseases	
http://www.yso.fi/onto/yso/p452	álbmotdearvvašvuohta	kansanterveys	folkhälsa	public health	
http://www.yso.fi/onto/yso/p9934	álbmotdemokratiija	kansandemokratia	folkdemokrati	people's democracy	
http://www.yso.fi/onto/yso/p1361	álbmotdikten	kansanrunous	folkdiktning	folk poetry (lyric poetry)	
http://www.yso.fi/onto/yso/p2109	álbmotdilálašvuođat	yleisötilaisuudet	evenemang för allmänheten	public events	
http://www.yso.fi/onto/yso/p1363	álbmotdivttat	kansanrunot	folkdikter	folk poems	
http://www.yso.fi/onto/yso/p2251	álbmotdoaibma	kansalaistoiminta	medborgaraktivitet	civic activism	
http://www.yso.fi/onto/yso/p3777	álbmotealáhagat	kansaneläkkeet	folkpensioner	national pensions	
http://www.yso.fi/onto/yso/p3687	álbmoteallin	kansanelämä	folkliv	folk life	
http://www.yso.fi/onto/yso/p15057	álbmotekonomiija	kansantalous	samhällsekonomi	national economy	
http://www.yso.fi/onto/yso/p3675	álbmotekonomiijadieđa	kansantaloustiede	nationalekonomi	national economics	
http://www.yso.fi/onto/yso/p932	álbmoteposat	kansalliseepokset	nationalepos	national epics	
http://www.yso.fi/onto/yso/p22998	álbmotgiella	kansankieli	folkspråk	vernacular	
http://www.yso.fi/onto/yso/p15603	álbmotgirječállit	kansalliskirjailijat	nationalskalder	national authors	
http://www.yso.fi/onto/yso/p11657	álbmotgirjerájut	kansalliskirjastot	nationalbibliotek	national libraries	
http://www.yso.fi/onto/yso/p14783	álbmotgirjjálašvuohta	kansalliskirjallisuus	nationallitteratur	national literature	
http://www.yso.fi/onto/yso/p8834	álbmotgirku	kansankirkko	folkkyrka	national church	
http://www.yso.fi/onto/yso/p4077	álbmotgoddin	kansanmurha	folkmord	genocide	
http://www.yso.fi/onto/yso/p13437	álbmotjienasteamit	kansanäänestykset	folkomröstningar	referenda	
http://www.yso.fi/onto/yso/p3689	álbmotkultuvra	kansankulttuuri	folkkultur	folk culture	
http://www.yso.fi/onto/yso/p16359	álbmotlahtut	kansalaiset	medborgare	citizens	
http://www.yso.fi/onto/yso/p8490	álbmotlaš kultuvra	kansallinen kulttuuri	nationell kultur	national culture	
http://www.yso.fi/onto/yso/p16053	álbmotlávlagat	kansallislaulut	nationalsånger	national songs	
http://www.yso.fi/onto/yso/p2842	álbmotlávlagat	kansanlaulut	folkvisor	folk songs	
http://www.yso.fi/onto/yso/p17659	álbmotleavggat	kansallisliput	nationalflaggor	national flags	
http://www.yso.fi/onto/yso/p25597	álbmotlingvistihkka	kansanlingvistiikka	folklingvistik	folk linguistics	
http://www.yso.fi/onto/yso/p12552	álbmotmáidnasat	kansansadut	folksagor	folk tales	
http://www.yso.fi/onto/yso/p75	álbmotmeahcit	kansallispuistot	nationalparker	national parks	
http://www.yso.fi/onto/yso/p3505	álbmotmuitalusat	kansankertomukset	folkliga berättelser	folk stories	
http://www.yso.fi/onto/yso/p18136	álbmotmuseat	kansallismuseot	nationalmuseer	national museums	
http://www.yso.fi/onto/yso/p2841	álbmotmusihkka	kansanmusiikki	folkmusik	folk music (traditional music)	
http://www.yso.fi/onto/yso/p2922	álbmotmusihkkafestiválat	kansanmusiikkijuhlat	folkmusikfestivaler	folk music festivals	
http://www.yso.fi/onto/yso/p12727	álbmotoahpahus	kansanopetus	folkundervisning	elementary mass education	
http://www.yso.fi/onto/yso/p14998	álbmotoaivil	yleinen mielipide	allmänna opinionen	public opinion	
http://www.yso.fi/onto/yso/p6059	álbmotoasit	väestöryhmät	befolkningsgrupper	population groups	
http://www.yso.fi/onto/yso/p487	álbmotoassái laktáseaddji rolla	väestöryhmään liittyvä rooli	roll relaterad till befolkningsgrupp	role related to population group	
http://www.yso.fi/onto/yso/p6405	álbmotorganisašuvnnat	kansalaisjärjestöt	medborgarorganisationer	non-governmental organisations	
http://www.yso.fi/onto/yso/p798	álbmotosku	kansanusko	folktro	folk beliefs	
http://www.yso.fi/onto/yso/p1520	álbmotovddasteaddjit	kansanedustajat	riksdagsledamöter	members of parliament	
http://www.yso.fi/onto/yso/p8953	álbmotromantihkka	kansallisromantiikka	nationalromantik	national romanticism	
http://www.yso.fi/onto/yso/p16885	álbmotservodat	kansalaisyhteiskunta	medborgarsamhälle	civil society	
http://www.yso.fi/onto/yso/p8437	álbmotsirdimat	väestönsiirrot	befolkningsomflyttningar	population transfers	
http://www.yso.fi/onto/yso/p12182	álbmotsisaboahtu	kansantulo	nationalinkomst	national income	
http://www.yso.fi/onto/yso/p2182	álbmotskuvla	kansakoulu	folkskolan	primary school (folk school)	
http://www.yso.fi/onto/yso/p20927	álbmotskuvlaoahpaheaddjit	kansakoulunopettajat	folkskollärare	primary school teachers (folk school)	
http://www.yso.fi/onto/yso/p12596	álbmotsosialisma	kansallissosialismi	nazism	national socialism	
http://www.yso.fi/onto/yso/p18250	álbmotstáhta	kansallisvaltio	nationalstat	nation-state	
http://www.yso.fi/onto/yso/p732	álbmotsuodjaleapmi	väestönsuojelu	befolkningsskydd	civil defence	
http://www.yso.fi/onto/yso/p19939	álbmotsuojit	väestönsuojat	skyddsrum	air raid shelters	
http://www.yso.fi/onto/yso/p28478	álbmotsymbolat	kansallissymbolit	nationalsymboler	national symbols	
http://www.yso.fi/onto/yso/p38281	álbmotteáhterat	kansallisteatterit	nationalteatrar	national theatres	
http://www.yso.fi/onto/yso/p1894	álbmotvádjolusat	kansainvaellukset	folkvandringarna	migration of peoples	
http://www.yso.fi/onto/yso/p813	álbmotválljen orgánat	kansanedustuslaitokset	folkrepresentationer	systems of representation	
http://www.yso.fi/onto/yso/p20319	albumiinnat	albumiinit	albuminer	albumens	
http://www.yso.fi/onto/yso/p15127	albuminuria	albuminuria	albuminuri	albuminuria	
http://www.yso.fi/onto/yso/p4465	áldát	altaat	bassänger	pools (artificial)	
http://www.yso.fi/onto/yso/p536	álddagasat	salamat	blixtar	lightnings	
http://www.yso.fi/onto/yso/p3809	álddesguovllut	allasalueet	bassängområden	reservoir areas	
http://www.yso.fi/onto/yso/p25002	aleksiija	aleksia	alexi	alexia	
http://www.yso.fi/onto/yso/p19697	aLeksis	aLeksis	aLeksis	aLeksis	
http://www.yso.fi/onto/yso/p6655	aLeksis 1	aLeksis 1	aLeksis 1	aLeksis 1	
http://www.yso.fi/onto/yso/p6672	aLeksis 2	aLeksis 2	aLeksis 2	aLeksis 2	
http://www.yso.fi/onto/yso/p15805	aleksitymiija	aleksitymia	alexitymi	alexithymia	
http://www.yso.fi/onto/yso/p24283	aleuhtagiella	aleutin kieli	aleutiska	Aleut language	
http://www.yso.fi/onto/yso/p25233	aleuhtat	aleutit (kansat)	aleuter	Aleuts	
http://www.yso.fi/onto/yso/p19156	Alexander-teknihkka	Alexander-tekniikka	Alexanderteknik	Alexander technique	
http://www.yso.fi/onto/yso/p20945	alfabehtat	aakkoset	abc	ABC	
http://www.yso.fi/onto/yso/p17153	alfabetiseren	aakkostus	alfabetisering	alphabetising	
http://www.yso.fi/onto/yso/p11010	alfasuonjardeapmi	alfasäteily	alfastrålning	alpha radiation	
http://www.yso.fi/onto/yso/p22268	alfavirusat	alfavirukset	alfavirus	alphaviruses	
http://www.yso.fi/onto/yso/p1767	álgagat	aloitteet	initiativ	initiatives	
http://www.yso.fi/onto/yso/p12498	algebra	algebra	algebra	algebra	
http://www.yso.fi/onto/yso/p15387	Algeria soahti	Algerian sota	Algerietrevolten	Algerian War	
http://www.yso.fi/onto/yso/p39727	algerialaččat	algerialaiset	algerier	Algerians	
http://www.yso.fi/onto/yso/p8571	álggahus	aloitus	början	beginning	
http://www.yso.fi/onto/yso/p2064	álggalašpartihkkalat	alkeishiukkaset	elementarpartiklar	elementary particles	
http://www.yso.fi/onto/yso/p1766	álggavuoigatvuohta	aloiteoikeus	motionsrätt	right of initiative	
http://www.yso.fi/onto/yso/p12505	algŋavuolši	ientulehdus	tandköttsinflammation	gingivitis	
http://www.yso.fi/onto/yso/p5737	álgoálbmogat	alkuperäiskansat	urbefolkningar	indigenous peoples	
http://www.yso.fi/onto/yso/p4407	álgoávdnasat	alkuaineet	grundämnen	elements	
http://www.yso.fi/onto/yso/p10172	álgoávnnasanalysa	alkuaineanalyysi	elementaranalys	elementary analysis	
http://www.yso.fi/onto/yso/p21501	álgobávkkeheapmi	alkuräjähdys	big bang	big bang	
http://www.yso.fi/onto/yso/p5883	álgobuvttadeapmi	alkutuotanto	primärproduktion	primary production	
http://www.yso.fi/onto/yso/p26856	álgočájálmasat	kantaesitykset	urpremiärer	premieres	
http://www.yso.fi/onto/yso/p39368	álgočáskadeapmi	alkusammutus	förstahandssläckning	early fire suppression	
http://www.yso.fi/onto/yso/p29793	álgodássi	alkeistaso	nybörjarnivå	primary level	
http://www.yso.fi/onto/yso/p7910	álgoeallit	alkueläimet	urdjur	protozoa	
http://www.yso.fi/onto/yso/p38349	Algol	Algol	Algol	Algol	
http://www.yso.fi/onto/yso/p2918	álgolaggát	alkuliskot	bryggödlor	Rhynchocephalia	
http://www.yso.fi/onto/yso/p5005	álgologut	alkuluvut	primtal	prime numbers	
http://www.yso.fi/onto/yso/p14419	álgooahpahus	alkuopetus	nybörjarundervisning	elementary education	
http://www.yso.fi/onto/yso/p27000	álgoriika	alkuperämaa	ursprungsland	country of origin	
http://www.yso.fi/onto/yso/p3365	algoritmihkka	algoritmiikka	algoritmik	algorithmics	
http://www.yso.fi/onto/yso/p14524	algoritmmat	algoritmit	algoritmer	algorithms	
http://www.yso.fi/onto/yso/p14153	álgošuokŋa	alkusointu	allitteration	alliteration	
http://www.yso.fi/onto/yso/p20606	álgoveahkadat	kantaväestö	ortsbor	original population	
http://www.yso.fi/onto/yso/p17688	álgovuođđomerkemat	alkuperämerkinnät	ursprungsmärkningar	origin markings	
http://www.yso.fi/onto/yso/p18426	álgovuolgga	alkuperä	ursprung	origin (properties)	
http://www.yso.fi/onto/yso/p39116	alimusrievttit	korkeimmat oikeudet	högsta domstolar	supreme courts	
http://www.yso.fi/onto/yso/p2256	alin	lantio	bäcken	pelvis	
http://www.yso.fi/onto/yso/p2283	alit	sininen	blått	blue	
http://www.yso.fi/onto/yso/p21153	alitbiellorássi	kissankello	blåklocka	Campanula rotundifolia	
http://www.yso.fi/onto/yso/p38216	alitbossu	sinivalas	blåval	blue whale	
http://www.yso.fi/onto/yso/p12446	alitgaccet	sinitiainen	blåmes	blue tit	
http://www.yso.fi/onto/yso/p14915	alitrásit	kurjenpolvet	nävor	geraniums	
http://www.yso.fi/onto/yso/p19227	alitrássešattut	kurjenpolvikasvit	näveväxter	Geraniaceae	
http://www.yso.fi/onto/yso/p4358	alitskálžu	sinisimpukka	blåmussla	Mytilus edulis	
http://www.yso.fi/onto/yso/p28701	alitvuorččis	sininärhi	blåkråka	European roller	
http://www.yso.fi/onto/yso/p697	alkaliijat	emäkset	alkalier	alkalies	
http://www.yso.fi/onto/yso/p17440	alkemiija	alkemia	alkemi	alchemy	
http://www.yso.fi/onto/yso/p39279	alkenat	alkeenit	alkener	alkenes	
http://www.yso.fi/onto/yso/p13929	alkohola (návddašanávdnasat)	alkoholi (päihteet)	alkohol (rusmedel)	alcohol (beverage)	
http://www.yso.fi/onto/yso/p10643	alkoholaboaldámušat	alkoholipolttoaineet	alkoholbränslen	alcohol fuels	
http://www.yso.fi/onto/yso/p8393	alkoholageavaheapmi	alkoholinkäyttö	alkoholanvändning	alcohol use	
http://www.yso.fi/onto/yso/p6371	alkoholaindustriija	alkoholiteollisuus	alkoholindustri	alcohol industry	
http://www.yso.fi/onto/yso/p1386	alkoholajuhkamušat	alkoholijuomat	alkoholdrycker	alcoholic beverages	
http://www.yso.fi/onto/yso/p8391	alkoholakultuvra	alkoholikulttuuri	alkoholkultur	drinking culture	
http://www.yso.fi/onto/yso/p26894	alkoholaláhka	alkoholilaki	alkohollag	Alcohol Act	
http://www.yso.fi/onto/yso/p19900	alkoholamirkkohus	alkoholimyrkytys	alkoholförgiftning	alcohol poisoning	
http://www.yso.fi/onto/yso/p19612	alkoholapolitihkka	alkoholipolitiikka	alkoholpolitik	alcohol policy	
http://www.yso.fi/onto/yso/p7423	alkoholarihkkosat	alkoholirikokset	alkoholbrott	alcohol offences	
http://www.yso.fi/onto/yso/p5845	alkoholat (ovttastusat)	alkoholit (yhdisteet)	alkoholer (föreningar)	alcohols (organic compounds)	
http://www.yso.fi/onto/yso/p9143	alkoholaváttisvuođat	alkoholiongelmat	alkoholproblem	problems with alcohol	
http://www.yso.fi/onto/yso/p9142	alkoholisma	alkoholismi	alkoholism	alcoholism	
http://www.yso.fi/onto/yso/p4478	alkoholisttat	alkoholistit	alkoholister	alcoholics	
http://www.yso.fi/onto/yso/p13137	alkoholkeahtes juhkamušat	alkoholittomat juomat	alkoholfria drycker	non-alcoholic beverages	
http://www.yso.fi/onto/yso/p2433	allaagagat	ikääntyneet	äldre	older people	
http://www.yso.fi/onto/yso/p17046	allačoahkkimat	huippukokoukset	toppmöten	summit meetings	
http://www.yso.fi/onto/yso/p3390	alladási skuvlejupmi	korkea-asteen koulutus	utbildning på högskolenivå	tertiary education	
http://www.yso.fi/onto/yso/p2938	alladeatta	korkeapaine	högtryck (meteorologi)	anticyclone	
http://www.yso.fi/onto/yso/p22995	alladeattacirggonat	painepesurit	trycktvättar	pressure washers	
http://www.yso.fi/onto/yso/p24578	allamielalašvuohta	ylimielisyys	överlägsenhet	arrogance	
http://www.yso.fi/onto/yso/p14676	allaskuvladutkosat	korkeakoulututkinnot	högskoleexamina	higher education degrees	
http://www.yso.fi/onto/yso/p16255	allaskuvlagirjerájut	korkeakoulukirjastot	högskolebibliotek	academic libraries	
http://www.yso.fi/onto/yso/p18121	allaskuvlahálddahus	korkeakouluhallinto	högskoleförvaltning	administration of higher education	
http://www.yso.fi/onto/yso/p1031	allaskuvlalágádus	korkeakoululaitos	högskoleväsen	system of higher education	
http://www.yso.fi/onto/yso/p1246	allaskuvlaoahpahus	korkeakouluopetus	högskoleundervisning	higher education (teaching)	
http://www.yso.fi/onto/yso/p14150	allaskuvlapedagogihkka	korkeakoulupedagogiikka	högskolepedagogik	pedagogy of higher education	
http://www.yso.fi/onto/yso/p6796	allaskuvlapolitihkka	korkeakoulupolitiikka	högskolepolitik	higher education policy	
http://www.yso.fi/onto/yso/p13164	allaskuvlastuderen	korkeakouluopiskelu	högskolestudier	studies in an institution of higher education	
http://www.yso.fi/onto/yso/p1030	allaskuvllat	korkeakoulut	högskolor	institutions of higher education	
http://www.yso.fi/onto/yso/p16680	allatiiva	allatiivi	allativ	allative case	
http://www.yso.fi/onto/yso/p5555	allegoriijat	allegoriat	allegorier	allegories	
http://www.yso.fi/onto/yso/p23706	allelopatiija	allelopatia	allelopati	allelopathy	
http://www.yso.fi/onto/yso/p30220	allemande (dánssat)	allemande (tanssit)	allemande (danser)	allemande (dances)	
http://www.yso.fi/onto/yso/p21057	allergenat	allergeenit	allergener	allergens	
http://www.yso.fi/onto/yso/p342	allergiija	allergia	allergi	allergy	
http://www.yso.fi/onto/yso/p22103	allergologat	allergologit	allergologer	allergologists	
http://www.yso.fi/onto/yso/p7801	allergologiija	allergologia	allergologi	allergology	
http://www.yso.fi/onto/yso/p16804	alligáhtorat	alligaattorit	alligatorer	alligators	
http://www.yso.fi/onto/yso/p23452	Allinna	Allinna	Allinna	Allinna	
http://www.yso.fi/onto/yso/p4253	allodat	korkeus	höjd	height	
http://www.yso.fi/onto/yso/p29088	allodatnjuikejeaddjit	korkeushyppääjät	höjdhoppare	high jumpers	
http://www.yso.fi/onto/yso/p20648	almmigáhppálagat	taivaankappaleet	himlakroppar	celestial bodies	
http://www.yso.fi/onto/yso/p3589	almmiguovllut	ilmansuunnat	väderstreck	cardinal points	
http://www.yso.fi/onto/yso/p1285	almmolaš bálvalusat	julkiset palvelut	offentlig service	public services	
http://www.yso.fi/onto/yso/p16782	almmolaš dáidda	julkinen taide	offentlig konst	public art	
http://www.yso.fi/onto/yso/p16455	almmolaš gielladieđa	yleinen kielitiede	allmän språkvetenskap	general linguistics	
http://www.yso.fi/onto/yso/p16658	almmolaš girjerájut	yleiset kirjastot	allmänna bibliotek	public libraries	
http://www.yso.fi/onto/yso/p25566	almmolaš girkohistorjá	yleinen kirkkohistoria	allmän kyrkohistoria	general church history	
http://www.yso.fi/onto/yso/p775	almmolaš hálddahus	julkinen hallinto	offentlig förvaltning	public administration	
http://www.yso.fi/onto/yso/p17979	almmolaš historjá	yleinen historia	allmän historia	general history	
http://www.yso.fi/onto/yso/p9912	almmolaš johtolat	joukkoliikenne	kollektivtrafik	public transport	
http://www.yso.fi/onto/yso/p8612	almmolaš ságastallan	julkinen keskustelu	offentlig debatt	public discussion	
http://www.yso.fi/onto/yso/p30224	almmolaš sávnnit	yleiset saunat	allmänna bastur	public saunas	
http://www.yso.fi/onto/yso/p7104	almmolaš suorgi	julkinen sektori	offentliga sektorn	public sector	
http://www.yso.fi/onto/yso/p13042	almmolaš váldi	julkinen valta	offentlig makt	public authority	
http://www.yso.fi/onto/yso/p882	almmolašvuohta	julkisuus	offentlighet	publicity	
http://www.yso.fi/onto/yso/p5891	almmosvuoigatvuohta	julkisoikeus	offentlig rätt	public law	
http://www.yso.fi/onto/yso/p38	almmuhusat (dieđáhusat)	ilmoitukset (tiedotteet)	annonser	announcements	
http://www.yso.fi/onto/yso/p29400	almmustusat	ilmestykset	uppenbarelser	revelations	
http://www.yso.fi/onto/yso/p2206	alnnat	ikenet	tandkött	gums	
